datetime,open,high,low,close,volume,candle_color,points
2025-07-03 03:45:00,25505.099609375,25537.05078125,25429.75,25435.45,0.0,RED,69.64960937499927
2025-07-03 04:00:00,25434.85,25497.2,25434.85,25497.2,0.0,GREEN,62.35000000000218
2025-07-03 04:15:00,25497.1,25547.25,25495.2,25545.35,0.0,GREEN,48.25
2025-07-03 04:30:00,25545.95,25559.80078125,25529.6,25543.05,0.0,RED,2.900000000001455
2025-07-03 04:45:00,25542.5,25567.5,25532.15,25553.05,0.0,GREEN,10.549999999999272
2025-07-03 05:00:00,25551.95,25564.5,25544.7,25547.85,0.0,RED,4.100000000002183
2025-07-03 05:15:00,25548.0,25552.6,25526.45,25531.15,0.0,RED,16.849999999998545
2025-07-03 05:30:00,25531.15,25567.1,25531.15,25554.2,0.0,GREEN,23.049999999999272
2025-07-03 05:45:00,25554.85,25576.69921875,25539.65,25539.65,0.0,RED,15.19999999999709
2025-07-03 06:00:00,25542.3,25552.45,25504.1,25512.9,0.0,RED,29.399999999997817
2025-07-03 06:15:00,25512.6,25521.4,25484.85,25514.4,0.0,GREEN,1.8000000000029104
2025-07-03 06:30:00,25513.6,25517.8,25500.9,25503.95,0.0,RED,9.649999999997817
2025-07-03 06:45:00,25503.8,25515.45,25486.45,25511.65,0.0,GREEN,7.850000000002183
2025-07-03 07:00:00,25511.15,25538.55,25505.05,25518.4,0.0,GREEN,7.25
2025-07-03 07:15:00,25518.55,25526.9,25510.05,25512.2,0.0,RED,6.349999999998545
2025-07-03 07:30:00,25512.0,25512.95,25496.6,25507.55,0.0,RED,4.450000000000728
2025-07-03 07:45:00,25506.9,25509.95,25479.75,25503.85,0.0,RED,3.0500000000029104
2025-07-03 08:00:00,25503.35,25587.5,25495.6,25570.5,0.0,GREEN,67.15000000000146
2025-07-03 08:15:00,25570.45,25574.85,25480.0,25499.45,0.0,RED,71.0
2025-07-03 08:30:00,25499.05,25509.15,25490.15,25492.1,0.0,RED,6.950000000000728
2025-07-03 08:45:00,25491.75,25495.15,25453.55,25453.6,0.0,RED,38.150000000001455
2025-07-03 09:00:00,25453.55,25453.55,25384.349609375,25405.6,0.0,RED,47.95000000000073
2025-07-03 09:15:00,25408.7,25448.6,25393.3,25408.85,0.0,GREEN,0.1499999999978172
2025-07-03 09:30:00,25410.6,25424.35,25396.05,25397.95,0.0,RED,12.649999999997817
2025-07-03 09:45:00,25399.5,25418.45,25388.65,25397.4,0.0,RED,2.099999999998545
2025-07-04 03:45:00,25428.849609375,25458.650390625,25393.80078125,25424.9,0.0,RED,3.949609374998545
2025-07-04 04:00:00,25424.55,25429.5,25370.55,25394.4,0.0,RED,30.149999999997817
2025-07-04 04:15:00,25393.8,25414.4,25387.3,25414.0,0.0,GREEN,20.200000000000728
2025-07-04 04:30:00,25414.05,25423.55,25397.75,25410.25,0.0,RED,3.7999999999992724
2025-07-04 04:45:00,25409.6,25420.55,25395.75,25410.85,0.0,GREEN,1.25
2025-07-04 05:00:00,25410.45,25417.0,25401.1,25413.85,0.0,GREEN,3.399999999997817
2025-07-04 05:15:00,25413.55,25424.35,25406.7,25419.25,0.0,GREEN,5.700000000000728
2025-07-04 05:30:00,25419.55,25426.85,25410.25,25423.55,0.0,GREEN,4.0
2025-07-04 05:45:00,25424.05,25424.95,25389.25,25403.6,0.0,RED,20.450000000000728
2025-07-04 06:00:00,25403.1,25405.05,25351.099609375,25360.65,0.0,RED,42.44999999999709
