datetime,open,high,low,close,volume,candle_color
2026-06-30 09:30:00+05:30,23896.7,23899.5,23861.5,23870.35,18077049.0,RED
2026-06-30 09:45:00+05:30,23870.5,23890.1,23851.95,23881.7,14529583.0,GREEN
2026-06-30 10:00:00+05:30,23881.1,23916.05,23872.7,23889.8,15855086.0,GREEN
2026-06-30 10:15:00+05:30,23889.6,23905.1,23871.3,23891.45,12447563.0,GREEN
2026-06-30 10:30:00+05:30,23891.35,23907.55,23874.7,23890.5,10417307.0,RED
2026-06-30 10:45:00+05:30,23890.3,23923.55,23878.65,23878.65,13784398.0,RED
2026-06-30 11:00:00+05:30,23879.0,23944.95,23872.6,23938.05,13774583.0,GREEN
2026-06-30 11:15:00+05:30,23938.3,23998.55,23924.9,23976.55,14611650.0,GREEN
2026-06-30 11:30:00+05:30,23976.65,23979.2,23919.8,23932.6,13564470.0,RED
2026-06-30 11:45:00+05:30,23932.25,23951.0,23923.8,23946.15,9375481.0,GREEN
2026-06-30 12:00:00+05:30,23946.25,23948.6,23922.95,23925.9,9839565.0,RED
2026-06-30 12:15:00+05:30,23924.95,23938.6,23918.4,23933.15,10585385.0,GREEN
2026-06-30 12:30:00+05:30,23933.15,23956.2,23911.55,23951.05,10699975.0,GREEN
2026-06-30 12:45:00+05:30,23950.55,23964.35,23934.2,23952.45,13799754.0,GREEN
2026-06-30 13:00:00+05:30,23951.95,23954.3,23929.15,23934.0,8404025.0,RED
2026-06-30 13:15:00+05:30,23933.2,23944.85,23913.05,23935.15,9380090.0,GREEN
2026-06-30 13:30:00+05:30,23934.25,23954.95,23929.9,23946.8,9533667.0,GREEN
2026-06-30 13:45:00+05:30,23946.65,23947.8,23916.4,23929.4,10650954.0,RED
2026-06-30 14:00:00+05:30,23928.6,23931.95,23880.95,23885.25,14710408.0,RED
2026-06-30 14:15:00+05:30,23885.1,23972.45,23863.9,23944.45,22242946.0,GREEN
2026-06-30 14:30:00+05:30,23945.2,23955.85,23920.8,23945.7,17694116.0,GREEN
2026-06-30 14:45:00+05:30,23945.65,23948.4,23895.3,23905.35,19369305.0,RED
2026-06-30 15:00:00+05:30,23902.3,23906.25,23829.2,23864.8,67442217.0,RED
2026-06-30 15:15:00+05:30,23864.15,23922.1,23864.15,23917.75,57581534.0,GREEN
