datetime,open,high,low,close,volume,candle_color
2026-06-22 09:30:00+05:30,24130.25,24138.5,24108.75,24108.75,12190125.0,RED
2026-06-22 09:45:00+05:30,24109.5,24144.05,24103.75,24141.15,11543512.0,GREEN
2026-06-22 10:00:00+05:30,24141.5,24159.65,24129.5,24149.65,10353733.0,GREEN
2026-06-22 10:15:00+05:30,24149.55,24156.2,24144.25,24152.8,9447700.0,GREEN
2026-06-22 10:30:00+05:30,24153.85,24159.1,24136.55,24152.9,7859334.0,RED
2026-06-22 10:45:00+05:30,24152.75,24168.05,24147.8,24162.85,6901087.0,GREEN
2026-06-22 11:00:00+05:30,24162.75,24165.3,24153.35,24157.3,6692547.0,RED
2026-06-22 11:15:00+05:30,24156.65,24163.1,24141.4,24160.65,6617557.0,GREEN
2026-06-22 11:30:00+05:30,24160.65,24166.05,24145.7,24148.35,6727197.0,RED
2026-06-22 11:45:00+05:30,24148.15,24152.55,24129.65,24140.4,7062956.0,RED
2026-06-22 12:00:00+05:30,24140.45,24142.15,24117.85,24118.2,5627794.0,RED
2026-06-22 12:15:00+05:30,24117.65,24129.15,24112.35,24119.85,6109445.0,GREEN
2026-06-22 12:30:00+05:30,24119.65,24126.25,24109.8,24118.75,6609511.0,RED
2026-06-22 12:45:00+05:30,24118.6,24127.05,24112.25,24123.5,6922904.0,GREEN
2026-06-22 13:00:00+05:30,24123.3,24123.85,24105.1,24112.8,7481842.0,RED
2026-06-22 13:15:00+05:30,24112.8,24127.2,24111.55,24118.7,5644539.0,GREEN
2026-06-22 13:30:00+05:30,24118.3,24127.7,24097.15,24119.45,8786210.0,GREEN
2026-06-22 13:45:00+05:30,24119.65,24136.5,24115.85,24126.0,9494630.0,GREEN
2026-06-22 14:00:00+05:30,24126.2,24133.15,24117.15,24118.45,7278828.0,RED
2026-06-22 14:15:00+05:30,24118.0,24141.55,24112.95,24138.8,7422449.0,GREEN
2026-06-22 14:30:00+05:30,24138.7,24145.45,24125.7,24134.65,9596465.0,RED
2026-06-22 14:45:00+05:30,24136.35,24145.15,24129.2,24132.55,10376744.0,RED
2026-06-22 15:00:00+05:30,24133.6,24143.0,24099.85,24105.65,21553607.0,RED
2026-06-22 15:15:00+05:30,24105.5,24111.15,24080.1,24086.85,25300069.0,RED
