datetime,open,high,low,close,volume,candle_color,points
2025-05-05 03:45:00,24419.5,24477.900390625,24400.650390625,24443.15,0.0,GREEN,23.650000000001455
2025-05-05 04:00:00,24442.25,24452.45,24403.1,24449.15,0.0,GREEN,6.900000000001455
2025-05-05 04:15:00,24449.8,24505.599609375,24439.4,24503.65,0.0,GREEN,53.85000000000218
2025-05-05 04:30:00,24504.2,24511.30078125,24464.0,24479.1,0.0,RED,25.100000000002183
2025-05-05 04:45:00,24479.8,24500.25,24468.3,24479.55,0.0,RED,0.25
2025-05-05 05:00:00,24480.2,24526.400390625,24480.2,24522.65,0.0,GREEN,42.45000000000073
2025-05-05 05:15:00,24521.6,24523.55,24460.45,24471.1,0.0,RED,50.5
2025-05-05 05:30:00,24472.0,24488.8,24459.65,24486.2,0.0,GREEN,14.200000000000728
2025-05-05 05:45:00,24487.2,24495.9,24464.3,24465.35,0.0,RED,21.850000000002183
2025-05-05 06:00:00,24465.5,24481.6,24436.15,24447.05,0.0,RED,18.450000000000728
2025-05-05 06:15:00,24447.25,24449.5,24414.45,24445.4,0.0,RED,1.8499999999985448
2025-05-05 06:30:00,24444.9,24459.75,24437.65,24448.7,0.0,GREEN,3.7999999999992724
2025-05-05 06:45:00,24448.7,24457.5,24430.0,24457.35,0.0,GREEN,8.649999999997817
2025-05-05 07:00:00,24457.4,24460.6,24442.9,24456.1,0.0,RED,1.3000000000029104
2025-05-05 07:15:00,24455.65,24475.95,24441.7,24474.3,0.0,GREEN,18.649999999997817
2025-05-05 07:30:00,24475.15,24477.0,24443.35,24451.05,0.0,RED,24.100000000002183
2025-05-05 07:45:00,24451.25,24463.6,24434.05,24454.7,0.0,GREEN,3.4500000000007276
2025-05-05 08:00:00,24453.7,24476.05,24450.85,24473.65,0.0,GREEN,19.950000000000728
2025-05-05 08:15:00,24473.85,24492.9,24469.5,24482.6,0.0,GREEN,8.75
2025-05-05 08:30:00,24482.75,24490.35,24472.55,24472.9,0.0,RED,9.849999999998545
2025-05-05 08:45:00,24473.9,24476.0,24455.0,24464.35,0.0,RED,9.55000000000291
2025-05-05 09:00:00,24465.35,24492.15,24464.7,24475.95,0.0,GREEN,10.600000000002183
2025-05-05 09:15:00,24475.7,24487.0,24467.9,24471.15,0.0,RED,4.549999999999272
2025-05-05 09:30:00,24471.1,24474.0,24442.15,24448.3,0.0,RED,22.799999999999272
2025-05-05 09:45:00,24448.6,24475.2,24447.5,24459.5,0.0,GREEN,10.900000000001455
2025-05-06 03:45:00,24500.75,24509.650390625,24421.0,24433.0,0.0,RED,67.75
2025-05-06 04:00:00,24433.1,24477.05,24424.1,24458.1,0.0,GREEN,25.0
2025-05-06 04:15:00,24457.65,24459.5,24388.55078125,24391.65,0.0,RED,66.0
2025-05-06 04:30:00,24391.0,24414.35,24379.80078125,24389.7,0.0,RED,1.2999999999992724
2025-05-06 04:45:00,24388.7,24392.1,24369.099609375,24385.8,0.0,RED,2.900000000001455
2025-05-06 05:00:00,24385.95,24399.2,24375.5,24397.05,0.0,GREEN,11.099999999998545
2025-05-06 05:15:00,24397.6,24406.15,24384.7,24403.05,0.0,GREEN,5.450000000000728
2025-05-06 05:30:00,24403.55,24405.25,24386.1,24387.95,0.0,RED,15.599999999998545
2025-05-06 05:45:00,24388.1,24390.35,24366.650390625,24371.75,0.0,RED,16.349999999998545
