datetime,open,high,low,close,volume,candle_color,points
2025-09-04 03:45:00,24980.75,24980.75,24847.25,24897.2,0.0,RED,83.54999999999927
2025-09-04 04:00:00,24898.45,24933.95,24885.85,24885.85,0.0,RED,12.600000000002183
2025-09-04 04:15:00,24886.6,24919.1,24881.8,24903.35,0.0,GREEN,16.75
2025-09-04 04:30:00,24903.15,24914.35,24835.099609375,24835.7,0.0,RED,67.45000000000073
2025-09-04 04:45:00,24834.95,24877.0,24829.5,24846.55,0.0,GREEN,11.599999999998545
2025-09-04 05:00:00,24848.65,24853.35,24804.650390625,24816.5,0.0,RED,32.150000000001455
2025-09-04 05:15:00,24816.55,24845.0,24810.1,24831.9,0.0,GREEN,15.350000000002183
2025-09-04 05:30:00,24831.7,24848.85,24812.7,24815.5,0.0,RED,16.200000000000728
2025-09-04 05:45:00,24815.95,24826.0,24799.0,24823.85,0.0,GREEN,7.899999999997817
2025-09-04 06:00:00,24824.8,24832.8,24809.6,24816.15,0.0,RED,8.649999999997817
2025-09-04 06:15:00,24816.7,24823.75,24806.55,24815.55,0.0,RED,1.1500000000014552
2025-09-04 06:30:00,24815.45,24837.7,24787.75,24806.1,0.0,RED,9.350000000002183
2025-09-04 06:45:00,24806.35,24807.5,24767.05078125,24774.75,0.0,RED,31.599999999998545
2025-09-04 07:00:00,24775.0,24819.35,24774.95,24819.35,0.0,GREEN,44.349999999998545
2025-09-04 07:15:00,24819.8,24837.3,24809.5,24833.2,0.0,GREEN,13.400000000001455
2025-09-04 07:30:00,24833.6,24838.75,24806.65,24815.85,0.0,RED,17.75
2025-09-04 07:45:00,24816.0,24828.9,24803.55,24814.95,0.0,RED,1.0499999999992724
2025-09-04 08:00:00,24814.3,24823.95,24782.2,24788.3,0.0,RED,26.0
2025-09-04 08:15:00,24788.45,24791.6,24757.400390625,24777.0,0.0,RED,11.450000000000728
2025-09-04 08:30:00,24776.65,24790.7,24758.85,24765.5,0.0,RED,11.150000000001455
2025-09-04 08:45:00,24765.55,24766.65,24713.25,24723.2,0.0,RED,42.349999999998545
2025-09-04 09:00:00,24723.8,24779.55,24722.0,24771.3,0.0,GREEN,47.5
2025-09-04 09:15:00,24771.0,24777.1,24727.35,24744.45,0.0,RED,26.549999999999272
2025-09-04 09:30:00,24743.15,24757.15,24714.55,24718.5,0.0,RED,24.650000000001455
2025-09-04 09:45:00,24719.75,24751.75,24708.19921875,24739.8,0.0,GREEN,20.049999999999272
2025-09-04 10:00:00,24739.8,24739.8,24739.8,24739.8,0.0,DOJI,0.0
2025-09-05 03:45:00,24818.849609375,24832.349609375,24779.400390625,24783.2,0.0,RED,35.64960937499927
2025-09-05 04:00:00,24784.45,24812.9,24775.44921875,24778.85,0.0,RED,5.600000000002183
2025-09-05 04:15:00,24778.3,24803.6,24772.650390625,24781.75,0.0,GREEN,3.4500000000007276
2025-09-05 04:30:00,24782.8,24793.05,24674.75,24679.35,0.0,RED,103.45000000000073
2025-09-05 04:45:00,24678.55,24737.75,24631.94921875,24721.75,0.0,GREEN,43.20000000000073
2025-09-05 05:00:00,24721.3,24730.1,24681.85,24702.15,0.0,RED,19.149999999997817
2025-09-05 05:15:00,24701.5,24714.2,24663.75,24681.3,0.0,RED,20.200000000000728
2025-09-05 05:30:00,24681.5,24698.55,24676.8,24691.95,0.0,GREEN,10.450000000000728
2025-09-05 05:45:00,24691.6,24697.65,24676.05,24696.25,0.0,GREEN,4.650000000001455
2025-09-05 06:00:00,24696.0,24708.3,24675.1,24677.05,0.0,RED,18.950000000000728
2025-09-05 06:15:00,24676.6,24677.95,24657.7,24668.0,0.0,RED,8.599999999998545
2025-09-05 06:30:00,24667.7,24673.0,24651.55,24651.55,0.0,RED,16.150000000001455
2025-09-05 06:45:00,24651.65,24662.95,24642.3,24656.95,0.0,GREEN,5.299999999999272
2025-09-05 07:00:00,24657.55,24664.9,24627.150390625,24638.5,0.0,RED,19.049999999999272
2025-09-05 07:15:00,24638.0,24648.4,24621.599609375,24644.95,0.0,GREEN,6.950000000000728
2025-09-05 07:30:00,24645.15,24671.5,24637.85,24670.65,0.0,GREEN,25.5
2025-09-05 07:45:00,24671.4,24698.1,24667.9,24687.7,0.0,GREEN,16.299999999999272
2025-09-05 08:00:00,24688.0,24708.0,24681.45,24708.0,0.0,GREEN,20.0
2025-09-05 08:15:00,24709.7,24777.25,24709.7,24770.3,0.0,GREEN,60.599999999998545
2025-09-05 08:30:00,24769.6,24790.75,24745.35,24745.35,0.0,RED,24.25
2025-09-05 08:45:00,24748.2,24765.35,24741.55,24755.0,0.0,GREEN,6.799999999999272
2025-09-05 09:00:00,24755.45,24764.75,24720.75,24727.3,0.0,RED,28.150000000001455
2025-09-05 09:15:00,24726.8,24750.9,24726.8,24748.45,0.0,GREEN,21.650000000001455
2025-09-05 09:30:00,24746.05,24759.0,24724.75,24735.55,0.0,RED,10.5
2025-09-05 09:45:00,24736.4,24749.55,24733.75,24743.95,0.0,GREEN,7.549999999999272
2025-09-08 03:45:00,24802.599609375,24831.349609375,24758.5,24788.05,0.0,RED,14.549609375000728
2025-09-08 04:00:00,24787.75,24845.69921875,24783.8,24829.05,0.0,GREEN,41.29999999999927
2025-09-08 04:15:00,24828.75,24835.55,24801.95,24809.8,0.0,RED,18.950000000000728
