datetime,open,high,low,close,volume,candle_color,points
2026-01-01 03:45:00,26173.3,26195.35,26149.25,26187.2,23851881.0,GREEN,13.900000000001455
2026-01-01 04:00:00,26184.0,26188.95,26162.75,26181.55,17091476.0,RED,2.4500000000007276
2026-01-01 04:15:00,26178.25,26197.55,26153.5,26157.2,15282041.0,RED,21.049999999999272
2026-01-01 04:30:00,26157.45,26179.1,26147.0,26151.15,9392826.0,RED,6.299999999999272
2026-01-01 04:45:00,26151.65,26159.75,26117.7,26157.35,10202599.0,GREEN,5.69999999999709
2026-01-01 05:00:00,26158.7,26173.5,26147.6,26161.35,9817608.0,GREEN,2.649999999997817
2026-01-01 05:15:00,26161.1,26185.6,26160.95,26170.95,10876054.0,GREEN,9.850000000002183
2026-01-01 05:30:00,26171.05,26180.65,26157.45,26170.5,14475675.0,RED,0.5499999999992724
2026-01-01 05:45:00,26170.5,26177.75,26158.5,26165.8,14019795.0,RED,4.700000000000728
2026-01-01 06:00:00,26165.75,26173.85,26142.6,26144.85,15764165.0,RED,20.900000000001455
2026-01-01 06:15:00,26144.1,26154.1,26133.4,26151.3,12399747.0,GREEN,7.200000000000728
2026-01-01 06:30:00,26151.15,26158.2,26123.95,26125.0,14597725.0,RED,26.150000000001455
2026-01-01 06:45:00,26124.35,26155.9,26113.4,26150.6,41516620.0,GREEN,26.25
2026-01-01 07:00:00,26150.15,26155.35,26126.85,26142.3,21607178.0,RED,7.850000000002183
2026-01-01 07:15:00,26141.6,26162.55,26140.5,26151.6,15166698.0,GREEN,10.0
2026-01-01 07:30:00,26152.45,26158.7,26144.35,26151.45,6725708.0,RED,1.0
2026-01-01 07:45:00,26150.8,26167.95,26129.7,26154.45,9296226.0,GREEN,3.650000000001455
2026-01-01 08:00:00,26155.35,26161.35,26137.95,26146.8,8591857.0,RED,8.549999999999272
2026-01-01 08:15:00,26146.1,26163.2,26139.25,26157.4,6788007.0,GREEN,11.30000000000291
2026-01-01 08:30:00,26157.1,26176.2,26153.2,26168.0,22357438.0,GREEN,10.900000000001455
2026-01-01 08:45:00,26166.85,26178.0,26151.9,26152.4,12029569.0,RED,14.44999999999709
2026-01-01 09:00:00,26152.15,26166.35,26149.3,26159.65,12286448.0,GREEN,7.5
2026-01-01 09:15:00,26160.35,26165.8,26150.9,26160.4,14395925.0,GREEN,0.05000000000291038
2026-01-01 09:30:00,26163.2,26168.6,26135.95,26142.85,22696159.0,RED,20.350000000002183
2026-01-01 09:45:00,26142.55,26146.2,26126.8,26140.25,25713316.0,RED,2.2999999999992724
2026-01-02 03:45:00,26155.1,26210.4,26118.4,26208.1,46992455.0,GREEN,53.0
2026-01-02 04:00:00,26207.0,26249.65,26195.9,26248.05,23958386.0,GREEN,41.04999999999927
2026-01-02 04:15:00,26248.35,26272.85,26243.65,26254.6,15391363.0,GREEN,6.25
2026-01-02 04:30:00,26254.1,26261.0,26238.65,26254.65,13916446.0,GREEN,0.5500000000029104
2026-01-02 04:45:00,26254.9,26266.2,26243.9,26247.1,17720296.0,RED,7.80000000000291
2026-01-02 05:00:00,26246.8,26259.95,26235.05,26253.65,13793109.0,GREEN,6.850000000002183
2026-01-02 05:15:00,26253.7,26267.85,26252.05,26263.35,13406876.0,GREEN,9.649999999997817
2026-01-02 05:30:00,26262.7,26265.05,26243.3,26254.05,11846089.0,RED,8.650000000001455
